source_csv,city,area,industry,name,phone,website,has_website,rating,review_count,address,place_id,pipeline_stage,fake_tier,http_status,redirect_url,response_ms,has_ssl,priority_score
FINAL_TARGET_REVAMP_LIST,Jacksonville,San Marco Jacksonville FL,Electricians,Advanced Electric of North Florida,(904) 744-4446,http://www.advancedwiringservices.com/,Yes,4.6,99,"2801 Dawn Rd, Jacksonville, FL 32207, USA",ChIJjT2Kl1G25YgRwEkqpYwngxY,alive,,200,https://advancedwiringservices.com/,4064,False,
FINAL_TARGET_REVAMP_LIST,Jacksonville,San Marco Jacksonville FL,Electricians,Marco Heating & Air Conditioning,(904) 743-3350,http://marcocompanies.com/,Yes,4.8,346,"720 Mill Creek Rd, Jacksonville, FL 32211, USA",ChIJe7AKSmC05YgRM-iuNFjOtSI,alive,,200,https://marcocompanies.com/,2151,False,
FINAL_TARGET_REVAMP_LIST,Jacksonville,San Marco Jacksonville FL,Electricians,"Marco Electrical Contractors, Inc.",(904) 743-3350,http://marcocompanies.com/,Yes,3.6,13,"720 Mill Creek Rd, Jacksonville, FL 32211, USA",ChIJe7AKSmC05YgRIL_QBK-k9EY,alive,,200,https://marcocompanies.com/,2144,False,
FINAL_TARGET_REVAMP_LIST,Jacksonville,San Marco Jacksonville FL,Electricians,"Panama Electric, Inc.",(904) 403-3966,https://panamaelectricinc.com/,Yes,5.0,1,"841 Prudential Dr, Jacksonville, FL 32207, USA",ChIJIWc_ew635YgRo4xe3mduceU,alive,,200,,2318,True,
FINAL_TARGET_REVAMP_LIST,Jacksonville,San Marco Jacksonville FL,Cleaning companies,"Wonderfully Maid Cleaning, LLC",(904) 235-6554,http://maidwonderfully.com/,Yes,4.9,225,"311 Glynlea Rd, Jacksonville, FL 32216, USA",ChIJS34KtjW15YgR4urV9rDooZQ,alive,,200,https://maidwonderfully.com/,1230,False,
FINAL_TARGET_REVAMP_LIST,Jacksonville,San Marco Jacksonville FL,Accountants,Jack and Dot Taxes & Accounting,(904) 647-4512,http://www.jackndot.com/,Yes,5.0,22,"1016 Lasalle St 1st Floor, Jacksonville, FL 32207, USA",ChIJQ1KiKwi35YgRxo4dbGv3hLM,alive,,200,https://www.jackndot.com/,1172,False,
FINAL_TARGET_REVAMP_LIST,Jacksonville,San Marco Jacksonville FL,Accountants,Michael Davis CPA PA,(904) 237-7771,https://michaeldaviscpa.com/,Yes,5.0,14,"21 W 6th St, Jacksonville, FL 32206, USA",ChIJQRn_-C-35YgRm_zY6g7tuQU,alive,,200,,1620,True,
FINAL_TARGET_REVAMP_LIST,Jacksonville,San Marco Jacksonville FL,HVAC companies,NorthPort Heating and Air Conditioning,(904) 438-4822,http://www.jacksonvilleacservice.com/,Yes,4.9,622,"2905 Spring Park Rd, Jacksonville, FL 32207, USA",ChIJXfx07ru15YgRP0KkNluRpLo,alive,,200,,1182,False,
FINAL_TARGET_REVAMP_LIST,Jacksonville,San Marco Jacksonville FL,HVAC companies,Noble Heating & Air,(904) 413-8020,http://nobleheatingairservices.com/,Yes,5.0,392,"8825 Perimeter Park Blvd ste 201, Jacksonville, FL 32216, USA",ChIJI79UHNfoXQ0R_8FVnEjYqK8,alive,,200,https://nobleheatingairservices.com/,902,False,
FINAL_TARGET_REVAMP_LIST,Jacksonville,San Marco Jacksonville FL,Remodelers,"Complete Home Repair & Remodeling, LLC",(513) 594-8599,https://chrr.online/,Yes,5.0,42,"5820 Cedar Oaks Dr, Jacksonville, FL 32210, USA",ChIJZ_VtIF5gQIgRQQ-ND598bcM,alive,,200,,1123,True,
FINAL_TARGET_REVAMP_LIST,Jacksonville,San Marco Jacksonville FL,Remodelers,Smarter Remodeling,(904) 647-2340,http://www.generalcontractorjax.com/,Yes,4.5,44,"9218 Cypress Green Dr, Jacksonville, FL 32256, USA",ChIJFWndYVrK5YgRGjl3tKbw-qk,alive,,200,https://generalcontractorjax.com/,3969,False,
FINAL_TARGET_REVAMP_LIST,Jacksonville,Riverside Jacksonville FL,Plumbers,"Premier Plumbing, LLC",(904) 780-6994,https://wearepremierplumbing.com/,Yes,5.0,424,"576 St Johns Bluff Rd N bldg 100, Jacksonville, FL 32225, USA",ChIJv2bRGmnL5YgRCh2BgmaMwMI,alive,,200,,2384,True,
FINAL_TARGET_REVAMP_LIST,Jacksonville,Riverside Jacksonville FL,Plumbers,Rolland Reash Plumbing,(904) 217-6157,https://plumbingjacksonville.com/,Yes,4.7,579,"11606 Columbia Park Dr E, Jacksonville, FL 32258, USA",ChIJ_8rEbp_M5YgR8H-cskWy2hM,alive,,200,,1878,True,
FINAL_TARGET_REVAMP_LIST,Jacksonville,Riverside Jacksonville FL,Electricians,Performance Electrical Contracting Inc.,(904) 726-7966,https://www.pecjax.com/,Yes,4.9,60,"3508 Lenox Ave, Jacksonville, FL 32254, USA",ChIJg5Jp6be55YgR-mn8oQjq4Po,alive,,200,https://pecjax.com/,4076,True,
FINAL_TARGET_REVAMP_LIST,Jacksonville,Riverside Jacksonville FL,Electricians,"Jax Electrical Contracting, Inc.",(904) 483-8384,https://jaxelectricalcontracting.com/,Yes,4.8,56,"2017 Lane Ave S, Jacksonville, FL 32210, USA",ChIJGfGhvJe45YgRp2RTUyXaujw,alive,,200,,587,True,
FINAL_TARGET_REVAMP_LIST,Jacksonville,Riverside Jacksonville FL,Electricians,Infinity Electrical Contracting Llc,(904) 535-0507,http://www.iecjax.com/,Yes,4.7,15,"4786 Rayford St, Jacksonville, FL 32254, USA",ChIJPfteUqO45YgRjadETPrbWvA,alive,,200,https://www.iecjax.com/index.php,2640,False,
FINAL_TARGET_REVAMP_LIST,Jacksonville,Riverside Jacksonville FL,Pest control,Rivers Pest Control,(904) 737-1911,https://riverspestcontrol.com/,Yes,3.8,71,"5710 Summerall Rd, Jacksonville, FL 32216, USA",ChIJVTqCagS25YgRVcnQI7wMFkk,alive,,200,,2548,True,
FINAL_TARGET_REVAMP_LIST,Jacksonville,Riverside Jacksonville FL,Roofers,Prime Roofing,(904) 530-1446,http://www.primeroofingfl.com/,Yes,4.9,127,"3500 Beachwood Ct Suite 207, Jacksonville, FL 32224, USA",ChIJISS5_0hK5IgR83ccMaT6huk,alive,,202,,909,False,
FINAL_TARGET_REVAMP_LIST,Jacksonville,Mandarin Jacksonville FL,Landscapers,Beast Mode Lawn Care,(904) 822-9476,http://beastmodelawncare.com/,Yes,4.8,96,"979 Lane Ave S, Jacksonville, FL 32205, USA",ChIJ9RQm5tNbaGERNjOe2UI2Gjw,alive,,200,https://beastmodelawncare.com/,1770,False,
FINAL_TARGET_REVAMP_LIST,Jacksonville,Mandarin Jacksonville FL,Accountants,Our Bookkeepers Inc,(904) 425-1238,http://www.ourbookkeepers.com/,Yes,5.0,429,"13500 Beach Blvd #45, Jacksonville, FL 32224, USA",ChIJkc_Dym3J5YgRrFEPQ6vUQJM,alive,,200,https://www.ourbookkeepers.com/,2318,False,
FINAL_TARGET_REVAMP_LIST,Jacksonville,Mandarin Jacksonville FL,Pest control,"Remedy Pest Solutions, LLC",(904) 743-2403,http://remedypestsolutionsllc.com/,Yes,4.7,62,"10418 New Berlin Rd UNIT 111, Jacksonville, FL 32226, USA",ChIJKZ4-eJOz5YgR_IDU7y8pnQY,alive,,200,https://remedypestsolutionsllc.com/,2535,False,
FINAL_TARGET_REVAMP_LIST,Jacksonville,Mandarin Jacksonville FL,Pest control,PETITUM CORPORATION,,https://friendspestguards.site/,Yes,,0,"11111 San Jose Blvd suite 56 1014, Jacksonville, FL 32223, USA",ChIJm1V1aa7J5YgR1w-DzC8GoNo,alive,,200,,1269,True,
FINAL_TARGET_REVAMP_LIST,Jacksonville,Mandarin Jacksonville FL,Roofers,Armor RoofingCompany,(904) 371-0234,http://www.armorroofingcojax.com/,Yes,5.0,52,"3885 Julington Creek Rd, Jacksonville, FL 32223, USA",ChIJ44nhWJnO5YgRSeMH9GuxySY,alive,,200,https://www.armorroofingcojax.com/,2502,False,
FINAL_TARGET_REVAMP_LIST,Jacksonville,Mandarin Jacksonville FL,Roofers,Benton Integrity Roofing Systems,(904) 262-7663,https://www.integrityroofingsystems.com/,Yes,4.7,90,"5570 Florida Mining Blvd S, Jacksonville, FL 32257, USA",ChIJf4IgiJfL5YgR2dgdhGBoSIY,alive,,200,,2471,True,
FINAL_TARGET_REVAMP_LIST,Jacksonville,Mandarin Jacksonville FL,Remodelers,Urban Green Energy Remodeling,(904) 561-9827,http://www.ugreenenergy.com/,Yes,4.9,27,"Ballastone Dr, Jacksonville, FL 32257, USA",ChIJoYIHvbXJ5YgRAN4VdQNHEns,alive,,200,,828,False,
FINAL_TARGET_REVAMP_LIST,Jacksonville,St. Johns Town Center Jacksonville FL,Accountants,JAX TAX PRO,(904) 616-6077,http://jaxtaxpro.com/,Yes,5.0,13,"5011 Gate Pkwy Building 100, Suite 100, Jacksonville, FL 32256, USA",ChIJFTlgFRnL5YgRHJdmIdnXq3c,alive,,200,https://www.jaxtaxpro.com/,2103,False,
FINAL_TARGET_REVAMP_LIST,Jacksonville,St. Johns Town Center Jacksonville FL,Accountants,Small Business Tax Accounting Payroll at Jacksonville Tax Accountants,(904) 217-6363,https://www.jacksonvilletaxaccountants.com/,Yes,4.6,12,"5011 Gate Pkwy building 100 suite 100, Jacksonville, FL 32256, USA",ChIJ-dIH3tFM5IgR97c3uZPoEic,alive,,200,https://jacksonvilletaxaccountants.com/,2469,True,
FINAL_TARGET_REVAMP_LIST,Jacksonville,St. Johns Town Center Jacksonville FL,Accountants,Hartman Blitch & Gartside Certified Public Accountants,(904) 396-9802,http://www.hbgcpa.com/,Yes,5.0,4,"6817 Southpoint Pkwy STE 2303, Jacksonville, FL 32216, USA",ChIJJRm-DIa25YgR71DaKoDuc0w,alive,,200,https://www.hbgcpa.com/,2246,False,
FINAL_TARGET_REVAMP_LIST,Jacksonville,St. Johns Town Center Jacksonville FL,Accountants,"Wheeler & Associates, CPA, PA",(904) 363-1099,https://www.wheelercpa.net/,Yes,4.5,16,"7406 Fullerton St #104, Jacksonville, FL 32256, USA",ChIJv9Y5eg3L5YgRlY-J1dhl7CU,alive,,200,,1685,True,
FINAL_TARGET_REVAMP_LIST,Jacksonville,St. Johns Town Center Jacksonville FL,Accountants,Accounting I,(904) 378-8989,http://www.accountingone.co/,Yes,5.0,13,"2606 Old Middleburg Rd N, Jacksonville, FL 32210, USA",ChIJPaQWpKm45YgRMM47d5bvjhY,alive,,200,https://www.accountingone.co/,2416,False,
FINAL_TARGET_REVAMP_LIST,Jacksonville,St. Johns Town Center Jacksonville FL,Pool service companies,WSJ Pool Services,(904) 747-9636,https://wsjacksonville.com/,Yes,5.0,17,"7643 Gate Pkwy Suite 104-1230, Jacksonville, FL 32256, USA",ChIJZ1G4x13L5YgRCC_v-_NuV5U,alive,,200,,1673,True,
FINAL_TARGET_REVAMP_LIST,Jacksonville,St. Johns Town Center Jacksonville FL,Remodelers,WSJ Remodeling & Handyman Services,(904) 747-8788,https://wsjacksonville.com/,Yes,5.0,132,"7643 Gate Pkwy Suite 104-1230, Jacksonville, FL 32256, USA",ChIJeXr2aVcz9KIRy-QHrggB8zg,alive,,200,,1595,True,
FINAL_TARGET_REVAMP_LIST,Jacksonville,Avondale Jacksonville FL,Accountants,PUNTA CANA MULTISERVICES,(904) 443-9018,http://www.puntacanamultiservices.com/,Yes,5.0,3,"4545-1a Shirley Ave, Jacksonville, FL 32210, USA",ChIJAc8dTg655YgRYmhamLj0oBo,alive,,200,https://www.puntacanamultiservices.com/,2120,False,
FINAL_TARGET_REVAMP_LIST,Jacksonville,Avondale Jacksonville FL,Pest control,Wildlife Control Jacksonville FL,(904) 227-3308,http://wildlifecontroljacksonville.online/,Yes,,0,"1007 Edgewood Ave S, Jacksonville, FL 32205, USA",ChIJ-4aEDTG55YgR51p1J2ROlGg,alive,,200,,1004,False,
FINAL_TARGET_REVAMP_LIST,Jacksonville,Avondale Jacksonville FL,HVAC companies,Palms Air Conditioning and Heating,(904) 209-7783,https://www.palmsair.com/,Yes,5.0,285,"4504 Cobblefield Cir W, Jacksonville, FL 32224, USA",ChIJq8PkglH7CgQRvmX8d0rdMMA,alive,,200,,2028,True,
FINAL_TARGET_REVAMP_LIST,Jacksonville,Ponte Vedra Beach FL,Electricians,Alpha Electric of Ponte Vedra,(904) 273-6789,http://www.alphaelectricpv.com/,Yes,,0,"299 Ranch Rd, Ponte Vedra Beach, FL 32081, USA",ChIJ_X3KwCQy5IgRJMND6AV1w7g,alive,,200,https://www.alphaelectricpv.com,2453,False,
FINAL_TARGET_REVAMP_LIST,Jacksonville,Ponte Vedra Beach FL,Landscapers,Trey Gardens,(917) 714-8134,https://www.treysgardens.com/,Yes,5.0,41,"35 Corona Rd, Ponte Vedra Beach, FL 32082, USA",ChIJp-MG4GMPoY4RNJnoVRkSaKY,alive,,200,,2470,True,
FINAL_TARGET_REVAMP_LIST,Jacksonville,Ponte Vedra Beach FL,Cleaning companies,Oceantime Pressure Washing,(904) 994-0045,http://oceantimepressurewashing.com/,Yes,5.0,21,"315 Pheasant Run, Ponte Vedra Beach, FL 32082, USA",ChIJp7cPUDI25IgRPVJnOeO-55U,alive,,200,https://oceantimepressurewashing.com/,1867,False,
FINAL_TARGET_REVAMP_LIST,Jacksonville,Ponte Vedra Beach FL,Pool service companies,Bass Pools,(904) 241-6200,http://www.basspools.com/,Yes,5.0,3,"9330 Philips Hwy #1312, Jacksonville, FL 32256, USA",ChIJ3ZCVBbvL5YgRJmBGKGnSgR4,alive,,200,https://basspools.com/,2494,False,
FINAL_TARGET_REVAMP_LIST,Jacksonville,Ponte Vedra Beach FL,Pool service companies,Poolmasters of North Florida LLC,(904) 327-0089,http://www.poolmasterscleaning.com/,Yes,5.0,2,"425 Town Plaza Ave, Ponte Vedra Beach, FL 32081, USA",ChIJ6_fijiQx5IgRAHfiyvwT7aM,alive,,200,http://poolmasterscleaning.com/,2106,False,
FINAL_TARGET_REVAMP_LIST,Jacksonville,Ponte Vedra Beach FL,HVAC companies,Creeks Air Conditioning & Heating,(904) 780-0073,https://creeksair.com/,Yes,4.9,508,"51 Hudson Way STE 1, Ponte Vedra Beach, FL 32081, USA",ChIJde9582Uz5IgR8kqk4fVZ3e8,alive,,200,https://www.creeksair.com/,1665,True,
FINAL_TARGET_REVAMP_LIST,Jacksonville,Ponte Vedra Beach FL,HVAC companies,David Gray,(904) 605-8190,https://www.davidgrayonline.com/,Yes,4.7,809,"6491 Powers Ave Suite 2, Jacksonville, FL 32217, USA",ChIJhWo4LXjJ5YgR83jA_LhkGyg,alive,,200,,590,True,
FINAL_TARGET_REVAMP_LIST,Jacksonville,Ponte Vedra Beach FL,Remodelers,Ten Hundson Construction,(904) 294-1075,https://www.tenhudsonconstruction.com/,Yes,5.0,1,"180 W End Ln APT 2206, Ponte Vedra Beach, FL 32082, USA",ChIJZ5hszT5J5IgRECN5VI3Fl74,alive,,200,,1236,True,
FINAL_TARGET_REVAMP_LIST,Jacksonville,Ponte Vedra Beach FL,Remodelers,"Garrison Construction, Inc",(904) 219-5499,http://garrisonconstructioninc.com/,Yes,5.0,4,"3948 3rd St S #336, Jacksonville Beach, FL 32250, USA",ChIJYblD1i5J5IgR5FniGcQiupk,alive,,200,https://garrisonconstructioninc.com/,2522,False,
FINAL_TARGET_REVAMP_LIST,Jacksonville,Springfield Jacksonville FL,Electricians,ATOM ELECTRIC LLC,(904) 618-0718,https://atomelectric.org/,Yes,5.0,3,"1601-1 N Main St Unit 3961, Jacksonville, FL 32206, USA",ChIJtXWVeLm35YgRIbDw6OgkZKM,alive,,200,,1127,True,
FINAL_TARGET_REVAMP_LIST,Jacksonville,Springfield Jacksonville FL,Accountants,Jack Meeks CPAs LLC,(904) 346-0046,http://www.jackmeekscpa.com/,Yes,5.0,1,"1354 N Laura St, Jacksonville, FL 32206, USA",ChIJQVN7DSW35YgRR7XiJKxSIeo,alive,,200,https://jackmeekscpa.com/,4961,False,
FINAL_TARGET_REVAMP_LIST,Jacksonville,Deerwood Jacksonville FL,Electricians,Miller Electric Company,(904) 388-8000,http://www.mecojax.com/,Yes,4.3,73,"6805 Southpoint Pkwy, Jacksonville, FL 32216, USA",ChIJ0WaqIH235YgRr3kS9QZCBk8,alive,,200,https://mecojax.com/,3799,False,
FINAL_TARGET_REVAMP_LIST,Jacksonville,Deerwood Jacksonville FL,Roofers,Wofford Roofing,(904) 490-7369,https://woffordroofing.com/,Yes,5.0,41,"13107 Atlantic Blvd Suite 202, Jacksonville, FL 32225, USA",ChIJD2xG2GZL5IgRMwGNUMDMRxg,alive,,200,,451,True,
FINAL_TARGET_REVAMP_LIST,Jacksonville,Deerwood Jacksonville FL,Roofers,Polaris Roofing Solutions,(904) 717-2377,https://www.polarisroofingfl.com/,Yes,5.0,25,"4600 Touchton Rd Building 100, Suite 150, Jacksonville, FL 32246, USA",ChIJfd0MuBG15YgRvWF9lvBUJ5c,alive,,200,https://polarisroofingfl.com/,3103,True,
FINAL_TARGET_REVAMP_LIST,Jacksonville,Oceanway Jacksonville FL,Landscapers,Danscape L.L.C.,(904) 962-2229,http://www.danscapejax.com/,Yes,4.8,23,"1015 Atlantic Blvd #299, Atlantic Beach, FL 32233, USA",ChIJF5YQP3NJ5IgRFk_fcigovOw,alive,,200,http://danscapejax.com/,2983,False,
FINAL_TARGET_REVAMP_LIST,Jacksonville,Oceanway Jacksonville FL,Landscapers,Beachscapes,(904) 595-6836,https://mybeachscapes.com/,Yes,4.8,66,"1122 9th St S, Jacksonville Beach, FL 32250, USA",ChIJY9JCTP1J5IgRlZdJwwfmltk,alive,,200,https://www.mybeachscapes.com/,2441,True,
FINAL_TARGET_REVAMP_LIST,Jacksonville,Oceanway Jacksonville FL,Accountants,First Coast Tax & Accounting,(904) 771-1040,http://www.firstcoasttax.com/,Yes,4.5,8,"5576-2 Timuquana Rd, Jacksonville, FL 32210, USA",ChIJ9ayagHDH5YgR98ezK4FtDaw,alive,,200,,849,False,
FINAL_TARGET_REVAMP_LIST,Jacksonville,Oceanway Jacksonville FL,HVAC companies,Ocean State Air Conditioning & Heating,(904) 574-5619,https://oceanstateac.com/,Yes,4.9,1036,"1476 Atlantic Blvd, Neptune Beach, FL 32266, USA",ChIJTQUY0VpJ5IgRFasM4h3MOBc,alive,,200,,1054,True,
FINAL_TARGET_REVAMP_LIST,Jacksonville,Fleming Island FL,Plumbers,CJ Bass Plumbing Inc,(904) 838-9935,http://www.cjbassplumbing.com/,Yes,4.9,1017,"924 T.J. Courson Rd, Fernandina Beach, FL 32034, USA",ChIJU7pIypGr5YgR56YW0SlGiRE,alive,,200,https://cjbassplumbing.com/,2472,False,
FINAL_TARGET_REVAMP_LIST,Jacksonville,Fleming Island FL,Landscapers,Pat's Nursery Inc,(904) 284-2011,http://www.patsnurseryinc.com/,Yes,4.8,427,"7060 US-17, Fleming Island, FL 32003, USA",ChIJD60mZrna5YgRy-WExLN1sdc,alive,,200,https://www.patsnurseryinc.com/,5017,False,
FINAL_TARGET_REVAMP_LIST,Jacksonville,Fleming Island FL,Accountants,JC ACCOUNTING & TAXATION SERVICES LLC,(904) 881-0215,http://www.jctaxation.com/,Yes,5.0,1,"1880 E West Pkwy #8659, Fleming Island, FL 32003, USA",ChIJ6fm3TsvF5YgR6DW4cMQWuDM,alive,,200,https://jctaxation.com/,1488,False,
FINAL_TARGET_REVAMP_LIST,Jacksonville,Fleming Island FL,Pest control,Amarro Pest Termite WDO,(904) 501-8410,http://amarropest.com/,Yes,4.9,60,"3384 Canyon Falls Dr, Green Cove Springs, FL 32043, USA",ChIJ23Dq-d92m0oRdqfQ-5mAcRE,alive,,200,https://www.amarropest.com/,2280,False,
FINAL_TARGET_REVAMP_LIST,Jacksonville,Fleming Island FL,Pest control,Underwood & Sons Pest Control,,http://airpesttechs.com/,Yes,5.0,7,"3600 Russell Rd, Green Cove Springs, FL 32043, USA",ChIJpz_h31na5YgRggNE3YdYx3s,alive,,200,https://airpesttechs.com/,2533,False,
FINAL_TARGET_REVAMP_LIST,Jacksonville,Baymeadows Jacksonville FL,Remodelers,Taratus Kitchen Remodel,(904) 746-1724,https://taratuskitchenremodeling.com/,Yes,5.0,13,"7825 Baymeadows Way, Jacksonville, FL 32256, USA",ChIJrzm5PNHL5YgRhwtIOMXznQ4,alive,,200,,1000,True,
FINAL_TARGET_REVAMP_LIST,Jacksonville,Arlington Jacksonville FL,Plumbers,C W Wood Plumbing,(904) 744-6604,https://www.cwwoodplumbing.com/,Yes,4.2,35,"1328 Romney St, Jacksonville, FL 32211, USA",ChIJ3eZySRy05YgRS4hZSpINm1Y,alive,,200,https://cwwoodplumbing.com,1426,True,
FINAL_TARGET_REVAMP_LIST,Jacksonville,Arlington Jacksonville FL,Landscapers,NeighborScape Lawn Care,(904) 980-2153,http://neighborscapelawncare.com/,Yes,5.0,8,"6501 Arlington Expy B105 #67205, Jacksonville, FL 32211, USA",ChIJjw2LrgGKLKARVKoTaneYPtU,alive,,200,https://neighborscapelawncare.com/,1781,False,
FINAL_TARGET_REVAMP_LIST,Jacksonville,Arlington Jacksonville FL,Pest control,Crown Pest Control,(904) 743-1132,http://crownpestcontroljax.com/,Yes,4.1,39,"1420 Cesery Blvd, Jacksonville, FL 32211, USA",ChIJ75gmnRu05YgRkFFQlfa8q4M,alive,,200,,891,False,
FINAL_TARGET_REVAMP_LIST,Jacksonville,Arlington Jacksonville FL,HVAC companies,Above & Beyond Heating And Air,(904) 551-3490,http://aboveandbeyondhvacfl.com/,Yes,5.0,286,"4401 Cambridge Rd, Jacksonville, FL 32210, USA",ChIJXxic3CTP5YgRRdzfRkH8-DA,alive,,200,https://aboveandbeyondhvacfl.com/,1580,False,
FINAL_TARGET_REVAMP_LIST,Jacksonville,Ortega Jacksonville FL,Electricians,Cortes Electric Inc,(904) 451-9398,http://cortesec.com/,Yes,,0,"3384 Philips Hwy, Jacksonville, FL 32207, USA",ChIJDTWTqxC25YgRx4yVOqmrnAE,alive,,202,,927,False,
FINAL_TARGET_REVAMP_LIST,Jacksonville,Ortega Jacksonville FL,Roofers,Golden Hammer Roofing,(904) 880-2004,https://goldenhammerroofing.com/,Yes,4.5,97,"6671 Hyde Grove Ave, Jacksonville, FL 32210, USA",ChIJG92eGYa45YgRKup2sfihl0o,alive,,200,,1209,True,
FINAL_TARGET_REVAMP_LIST,Jacksonville,Neptune Beach FL,Cleaning companies,Atlantic Coastal Cleaning,(904) 207-2358,https://accpressurewashing.net/,Yes,5.0,33,"1015 Atlantic Blvd Suite 457, Atlantic Beach, FL 32233, USA",ChIJ89mRh_9J5IgRMbgT-qdMePM,alive,,200,,573,True,
FINAL_TARGET_REVAMP_LIST,Jacksonville,Neptune Beach FL,Pool service companies,Neptune Pool Services & Pressure Washing,(941) 223-1034,https://neptunepoolservices.com/,Yes,5.0,15,"1051 Sandlewood Dr, Venice, FL 34293, USA",ChIJT6_9SKXolKgRSBa0RJlf-i8,alive,,200,,825,True,
FINAL_TARGET_REVAMP_LIST,Jacksonville,Neptune Beach FL,HVAC companies,Air Doctors Heating & Cooling Inc.,(904) 230-4645,http://www.airdrs.com/,Yes,4.9,92,"7900 Baymeadows Cir E Unit 114, Jacksonville, FL 32256, USA",ChIJWXWpo6DL5YgRm6hUVcuzHTY,alive,,200,https://airdrs.com/,3289,False,
FINAL_TARGET_REVAMP_LIST,Jacksonville,Neptune Beach FL,Remodelers,A to Z Remodeling,(904) 780-1127,https://123atozremodeling.com/,Yes,4.6,29,"67 Lewis St, Atlantic Beach, FL 32233, USA",ChIJhfOnwbJO5IgR9g6oQ-1Ocbs,alive,,200,https://www.123atozremodeling.com/,3154,True,
FINAL_TARGET_REVAMP_LIST,Jacksonville,Neptune Beach FL,Remodelers,NEPTUNE BEACH DEMOLITION CONTRACTOR,(904) 751-1628,http://neptunebeachdemolition.com/,Yes,5.0,1,"116 E 1st St, Jacksonville, FL 32206, USA",ChIJL8cT_CO35YgRjZjjyrD2g_M,alive,,200,https://www.neptunebeachdemolition.com/,3100,False,
FINAL_TARGET_REVAMP_LIST,Jacksonville,Neptune Beach FL,Remodelers,Renovations by Rob LLC,(904) 333-6653,https://renovationsbyrobllc.com/,Yes,5.0,2,"2558 Patsy Anne Dr, Jacksonville, FL 32207, USA",ChIJOxe65MXZvqgRrrp_StlPmno,alive,,200,,823,True,
FINAL_TARGET_REVAMP_LIST,Orlando,Winter Park FL,Electricians,All Electric Services,(407) 890-7782,https://www.allelectric.com/,Yes,4.9,1540,"104 Commerce St, Lake Mary, FL 32746, USA",ChIJd1ZIEsoT54gRhiUgRmDa2r4,alive,,200,,1373,True,
FINAL_TARGET_REVAMP_LIST,Orlando,Winter Park FL,Landscapers,Landscape Resources,(407) 672-0816,http://www.landscaperesources.net/,Yes,3.9,27,"7235 Gardner St, Winter Park, FL 32792, USA",ChIJSxQ0D4Fl54gRxTT2F9m8IHM,alive,,200,https://landscaperesources.net/,2882,False,
